video_id,comment,clean_comment,label,label_id
p8p-sAq_hhI,"Kebijakan pembatasan sosial media untuk anak memang punya tujuan yang baik, seperti melindungi dari bullying, konten negatif, dan interaksi yang berbahaya. Tapi kalau diterapkan terlalu ketat, apalagi sampai membatasi akses secara menyeluruh, justru bisa berdampak kurang baik. Anak SMP sekarang banyak belajar dari internet, terutama dari platform seperti YouTube, jadi kalau semuanya dibatasi, mereka bisa kehilangan salah satu sumber belajar yang penting.<br><br>Masalah utama sebenarnya bukan di kontennya, tapi di interaksinya. Banyak kasus negatif di sosial media terjadi karena komentar, pesan pribadi, atau debat yang tidak sehat. Jadi daripada membatasi semuanya, akan lebih efektif kalau yang dikontrol adalah bagian interaksinya. Misalnya, anak tetap bisa mengakses konten dan belajar, tapi fitur seperti komentar atau DM dibatasi, kecuali untuk hal yang benar-benar bersifat edukatif dan tetap diawasi.<br><br>Selain itu, aturan seperti ini juga harus melihat kondisi di lapangan. Faktanya, masih banyak anak yang menggunakan akun orang tua atau memalsukan usia, jadi kalau hanya mengandalkan sistem, kebijakan ini bisa dengan mudah dilewati. Karena itu, selain aturan, perlu juga edukasi untuk orang tua dan anak agar penggunaan sosial media bisa lebih bijak. Dengan begitu, tujuannya tetap tercapai tanpa harus menghambat perkembangan anak.",kebijakan pembatasan sosial media untuk anak memang punya tujuan yang baik seperti melindungi dari bullying konten negatif dan interaksi yang berbahaya tapi kalau diterapkan terlalu ketat apalagi sampai membatasi akses secara menyeluruh justru bisa berdampak kurang baik anak smp sekarang banyak belajar dari internet terutama dari platform seperti youtube jadi kalau semuanya dibatasi mereka bisa kehilangan salah satu sumber belajar yang pentingmasalah utama sebenarnya bukan di kontennya tapi di interaksinya banyak kasus negatif di sosial media terjadi karena komentar pesan pribadi atau debat yang tidak sehat jadi daripada membatasi semuanya akan lebih efektif kalau yang dikontrol adalah bagian interaksinya misalnya anak tetap bisa mengakses konten dan belajar tapi fitur seperti komentar atau dm dibatasi kecuali untuk hal yang benarbenar bersifat edukatif dan tetap diawasiselain itu aturan seperti ini juga harus melihat kondisi di lapangan faktanya masih banyak anak yang menggunakan akun orang tua atau memalsukan usia jadi kalau hanya mengandalkan sistem kebijakan ini bisa dengan mudah dilewati karena itu selain aturan perlu juga edukasi untuk orang tua dan anak agar penggunaan sosial media bisa lebih bijak dengan begitu tujuannya tetap tercapai tanpa harus menghambat perkembangan anak,negative,0
LSrWXE05LNY,Gua udah banyak robux gila lu mikir kids Roblox gue banyak gua udah 15 tahun awak nih ngantuk atur-atur ini pemerintah perampasan akun paksa,gua udah banyak robux gila lu mikir kids roblox gue banyak gua udah 15 tahun awak nih ngantuk aturatur ini pemerintah perampasan akun paksa,negative,0
OBb8iLYgMu4,Maaf ya jika belum percaya soalnya aku itu belum di banned😅,maaf ya jika belum percaya soalnya aku itu belum di banned,neutral,1
2YHfX7PzVNM,Masalah nya yang di pake hp orang tua nya<br>Gak ngepek apa apa jika sebatas membatasi akses data pendaptaran akun mah.,masalah nya yang di pake hp orang tua nyagak ngepek apa apa jika sebatas membatasi akses data pendaptaran akun mah,negative,0
TdyE62mSXx0,Jangan dihapus Please jangan dihapus aku masih kangen Roblox,jangan dihapus please jangan dihapus aku masih kangen roblox,negative,0
viGBwFO3nDA,Bagus nya juga gak ada bocah rage bait,bagus nya juga gak ada bocah rage bait,positive,2
DfYhY-bKsZI,dasar mahluk sok bikin aturan,dasar mahluk sok bikin aturan,negative,0
aZEtsruDoQc,Yg pake akun bapak?,yg pake akun bapak,neutral,1
V_mvjaonG-w,Emang yakin bisa?,emang yakin bisa,neutral,1
C8XBDjbPNNU,"tiktok di ban boleh sih. tapi youtube?! terus cari info atau cari tontonan yg baik dan membantu belajar bagaimana?<br>jangan ban semua medsos yg ada, akses info disini dan luar bagaimana? tv lama yg punya channel aja lagi rare sekarang, mau nonton berita dimana lagi kalau bukan youtube?",tiktok di ban boleh sih tapi youtube terus cari info atau cari tontonan yg baik dan membantu belajar bagaimanajangan ban semua medsos yg ada akses info disini dan luar bagaimana tv lama yg punya channel aja lagi rare sekarang mau nonton berita dimana lagi kalau bukan youtube,negative,0
nVMFsgHRcnY,saya tidak setuju😠😠😠😡😠😠😠😠😡😠😠😠😠😠😠,saya tidak setuju,negative,0
DfYhY-bKsZI,Mantap,mantap,positive,2
tuaZNgn2rcc,Pertanyaan:<br>1. Selama ini ortu melakukan apa ya untuk mengawasi dan membimbing anak-anaknya?<br>2. Ibu ini juga sebelum menjabat melakukan apa ya untuk mengawasi dan membimbing anak-anaknya?<br>3. Judol kenapa belum selesai kasusnya?,pertanyaan1 selama ini ortu melakukan apa ya untuk mengawasi dan membimbing anakanaknya2 ibu ini juga sebelum menjabat melakukan apa ya untuk mengawasi dan membimbing anakanaknya3 judol kenapa belum selesai kasusnya,negative,0
LSrWXE05LNY,Mana nihh??,mana nihh,neutral,1
RsKRrIp--Mg,Email bisa dipalsukan 😂 usia,email bisa dipalsukan usia,negative,0
tuaZNgn2rcc,Udh block aja semua <br>Sosmed isi y hal yg sampah semua <br>Konten2 tidak berguna <br>Kekerasan gaya hidup buka buka an,udh block aja semua sosmed isi y hal yg sampah semua konten2 tidak berguna kekerasan gaya hidup buka buka an,positive,2
aZEtsruDoQc,Kita nonton yutube untuk belajar,kita nonton yutube untuk belajar,negative,0
R1hQwelEGvU,HMM ATURAN APA INI HAH LAMA LAMA DEMO LAGI INI MAH,hmm aturan apa ini hah lama lama demo lagi ini mah,negative,0
QDj0g7Xw2rg,Yang gk setuju berkumpul sini aku paksa<br>👇<br>👇<br>👇<br>👇,yang gk setuju berkumpul sini aku paksa,negative,0
viGBwFO3nDA,"😢tapi kenapa,kenapa,kenapa,kenapa.....<br>JUDI GAK DI BLOK??",tapi kenapakenapakenapakenapajudi gak di blok,negative,0
viGBwFO3nDA,Gak jadi d blokir ni masih bnyak nemu bocil komen,gak jadi d blokir ni masih bnyak nemu bocil komen,neutral,1
2YHfX7PzVNM,woi lah gimana bisa belajar,woi lah gimana bisa belajar,negative,0
OBb8iLYgMu4,Pemerintah<br>Anjing,pemerintahanjing,negative,0
p8p-sAq_hhI,Minimal blokir dulu judol ( dari dulu judol meresahkan) 🗿,minimal blokir dulu judol dari dulu judol meresahkan,neutral,1
aZEtsruDoQc,Kalo beneran pindah gua,kalo beneran pindah gua,negative,0
iLERE4VmtZc,jangan YouTube lah,jangan youtube lah,negative,0
LFfRhLKHdJA,game itu semua di blokir saja  supaya aman,game itu semua di blokir saja supaya aman,positive,2
C8XBDjbPNNU,Peduli apa gue?<br>Kalau otak lu masih setengah nonton Mimin TOPIC INDONESIA SONOO profesi saya juga sebagai pelukis saya mencoba gambar di game kreativitas saya menambah kek Lo dah hapus judol sok sok an hapus tanda tanda sukses lohh.<br><br>Gausah hapus gausah ngatur kayak donatur titik no koma.,peduli apa guekalau otak lu masih setengah nonton mimin topic indonesia sonoo profesi saya juga sebagai pelukis saya mencoba gambar di game kreativitas saya menambah kek lo dah hapus judol sok sok an hapus tanda tanda sukses lohhgausah hapus gausah ngatur kayak donatur titik no koma,negative,0
KIH6ZXRp9g0,Nh baru pejabat yg peduli SMA masyarakat,nh baru pejabat yg peduli sma masyarakat,positive,2
hzDavp3DQo4,Gak setuju 😡😡😡😡,gak setuju,negative,0
xOLutbfafBo,Jahat banget ih kan anak anak tidk bisa main hp lagi dasar orang jahat,jahat banget ih kan anak anak tidk bisa main hp lagi dasar orang jahat,negative,0
hzDavp3DQo4,Gua mending kepala nya gugejek,gua mending kepala nya gugejek,negative,0
DfYhY-bKsZI,Tapi jangan juga di nonaktifkan,tapi jangan juga di nonaktifkan,negative,0
lM-QZ4uCXuk,Nanti gw videonya sepi please jangan!!!!😢😢,nanti gw videonya sepi please jangan,negative,0
viGBwFO3nDA,"This is an interesting topic—protecting kids online is important, but blocking social media completely might not be the best solution.”<br>“I think guidance and education are better than strict blocking. Kids need to learn how to use social media wisely.”<br>“Good discussion! There should be a balance between safety and freedom for teenagers.”<br>“Parents and platforms should work together instead of just banning access.”<br>“This raises a big question about digital responsibility and how we protect younger users.”",this is an interesting topicprotecting kids online is important but blocking social media completely might not be the best solutioni think guidance and education are better than strict blocking kids need to learn how to use social media wiselygood discussion there should be a balance between safety and freedom for teenagersparents and platforms should work together instead of just banning accessthis raises a big question about digital responsibility and how we protect younger users,negative,0
RsKRrIp--Mg,Pemerintah ga guna cuma ngomong stop judol di stop2 juga bakal di lakukiin jadi kalau mau belajar apa harus lewat apa pemerintah gblk,pemerintah ga guna cuma ngomong stop judol di stop2 juga bakal di lakukiin jadi kalau mau belajar apa harus lewat apa pemerintah gblk,negative,0
fX2bE5ecHy4,Eh pemerintah korup mending gw aja yang ngurus negara making lama making nggak adil ni negara,eh pemerintah korup mending gw aja yang ngurus negara making lama making nggak adil ni negara,negative,0
QDj0g7Xw2rg,Bro dia mengambil ke bahagia kita dan kita gk belajar di yutub lagi kan bisa dibatasi ortu contoh gua dilarang main hp sampe 1 minggu,bro dia mengambil ke bahagia kita dan kita gk belajar di yutub lagi kan bisa dibatasi ortu contoh gua dilarang main hp sampe 1 minggu,negative,0
aZEtsruDoQc,MASA ROBUX KU YANG 300 HILANG BEGITU SAJA???,masa robux ku yang 300 hilang begitu saja,negative,0
hzDavp3DQo4,Aduhh banyak gen alpha protes jirr😹😹😹😹,aduhh banyak gen alpha protes jirr,positive,2
aZEtsruDoQc,Aku kesel,aku kesel,negative,0
tuaZNgn2rcc,👍 sangat setuju,sangat setuju,positive,2
KFR9jjVi1D4,Saya sangat seeeeeetuju,saya sangat seeeeeetuju,positive,2
iLERE4VmtZc,Saya gk setuju bbi monyed lu cewek ini!,saya gk setuju bbi monyed lu cewek ini,negative,0
cqVq6jZn0CM,Setuju bnget krna skrang yg firal2 ank dibawah umur dimedia,setuju bnget krna skrang yg firal2 ank dibawah umur dimedia,positive,2
TdyE62mSXx0,aku benci ibu pemerintah awas aja suatu saat nanti ibu akan liat saya menjadi presiden kalo ibu minta rumah baru tak akan ku kasih rumah baru untuk ibu!!!!!!!!!!!!!!!!!!!!😡😡😡,aku benci ibu pemerintah awas aja suatu saat nanti ibu akan liat saya menjadi presiden kalo ibu minta rumah baru tak akan ku kasih rumah baru untuk ibu,negative,0
iLERE4VmtZc,Terlambat,terlambat,negative,0
0Sa4S97M-uM,alhamdulillah,alhamdulillah,positive,2
hzDavp3DQo4,ITU IGRS SAMA JUDOL ATAU JUDI URUSIN JANGAN NGURUSIN GAME ANAK ANAK OON PEJABAT SATU INI INI BIKIN ANAK ANAK TIDAK MOD ATAU ADA GEJALA SEPERTI KEPIKIRAN TERUS GAME KESAYANGAN NYA YG UDAH DI BLOKIR ELU TERUS BISA JUGA SERING LUPA,itu igrs sama judol atau judi urusin jangan ngurusin game an   ak anak oon pejabat satu ini ini bikin anak anak tidak mod atau ada gejala seperti kepikiran terus game kesayangan nya yg udah di blokir elu terus bisa juga sering lupa,negative,0
nVMFsgHRcnY,Btw apa kabar yang ganti tanggal lahir ke 16+ ya padahal Masi dibawah 16th 😂,btw apa kabar yang ganti tanggal lahir ke 16 ya padahal masi dibawah 16th,neutral,1
QDj0g7Xw2rg,Kenapa sih gk kayak dulu kangen tau😢 harus kalo kita bosan gimana,kenapa sih gk kayak dulu kangen tau harus kalo kita bosan gimana,negative,0
R1hQwelEGvU,"kalau mau batas minimal umur 7 Ampe 12 tahun lah beg0 umur 13 keatas justru lebih butuh teknologi, gua doain ga jadi 😂",kalau mau batas minimal umur 7 ampe 12 tahun lah beg0 umur 13 keatas justru lebih butuh teknologi gua doain ga jadi,negative,0
R1hQwelEGvU,"Negara ini apa mau nya , kebijakan segini bagus nya malah gak di dukung dan malah dihujat",negara ini apa mau nya kebijakan segini bagus nya malah gak di dukung dan malah dihujat,positive,2
dVTaBKZLsds,ga bakal berhasil .emang hp anak anak dipakenya sama emanya juga.ema ema dan bapak bapak juga pada resep .gim online anak anak,ga bakal berhasil emang hp anak anak dipakenya sama emanya jugaema ema dan bapak bapak juga pada resep gim online anak anak,negative,0
TdyE62mSXx0,Akun orang tua/dewasa juga diusut karena hpnya dipinjam oleh anak.,akun orang tuadewasa juga diusut karena hpnya dipinjam oleh anak,positive,2
LSrWXE05LNY,Ini orang belajar atau tidak ya,ini orang belajar atau tidak ya,negative,0
0Sa4S97M-uM,Aaaaaah aturan gak jelas mending melanggar aja dasar Mentri gak guna,aaaaaah aturan gak jelas mending melanggar aja dasar mentri gak guna,negative,0
OBb8iLYgMu4,"408 Maret Roblox mau dihapus, 😭😭😭😭😭😭🥹😭🥹😭🥹😭🥹😭🥹😭🥹😭🥹🥹😭😭🥹🥹😭😭",408 maret roblox mau dihapus,negative,0
fX2bE5ecHy4,PIKIR AJA BROOOO KAYAK MAKAN IKAN kerja ny orang tua itu musih ny ngajarin anaknya misahin yang tulang dan yang ikan bukan gabolehin makan ikan KLO gadibolehin maah emang udah aneh main boleh tapi kita juga musih ada hiburan orangtuanya juga yang musinya tanggung jawab<br><br><br><br><br>Funfact guys gw tuh bisa belajar inggris dari Roblox jangan sangka Roblox gak kasih ilmu,pikir aja broooo kayak makan ikan kerja ny orang tua itu musih ny ngajarin anaknya misahin yang tulang dan yang ikan bukan gabolehin makan ikan klo gadibolehin maah emang udah aneh main boleh tapi kita juga musih ada hiburan orangtuanya juga yang musinya tanggung jawabfunfact guys gw tuh bisa belajar inggris dari roblox jangan sangka roblox gak kasih ilmu,negative,0
0Sa4S97M-uM,Memperkecil akun hacker... Kemungkinan. Di karenakan anak kecil tidak boleh pinter cukup orang tua aja pintar....😂 Di sosmed.. terus judol gimana 😂.. oh mungkin kurang mungkin anau nya makanya tiktok sama Roblox mau di atur 😂😂😂😂 ya biasa 😂😂😂,memperkecil akun hacker kemungkinan di karenakan anak kecil tidak boleh pinter cukup orang tua aja pintar di sosmed terus judol gimana oh mungkin kurang mungkin anau nya makanya tiktok sama roblox mau di atur ya biasa,negative,0
R1hQwelEGvU,Roblox ban: okay i dont mind<br>SocMed ban: oh hel no,roblox ban okay i dont mindsocmed ban oh hel no,negative,0
2YHfX7PzVNM,"GAK SETUJU,",gak setuju,negative,0
2BdXibzPPyc,menjaga anak dari platfrom digital❎ menghancurkan harapan dan semangat anak untuk berkreasi✅ memang absolute cinema🥶🥶,menjaga anak dari platfrom digital menghancurkan harapan dan semangat anak untuk berkreasi memang absolute cinema,negative,0
vk2Ynj24qNA,Judolsama judi online nggak diurusin sekali Tik tok YouTube semua aplikasi yang berisiko diurusin alumni pemerintah atau ngatur-ngatur nggak punya otak tai,judolsama judi online nggak diurusin sekali tik tok youtube semua aplikasi yang berisiko diurusin alumni pemerintah atau ngaturngatur nggak punya otak tai,negative,0
2BdXibzPPyc,GK mau aku itu suka banget Roblox aku umur 8 tahun lagi😭😭,gk mau aku itu suka banget roblox aku umur 8 tahun lagi,negative,0
QDj0g7Xw2rg,apaan sih  artis rame karena bocil juga kan!,apaan sih artis rame karena bocil juga kan,negative,0
lM-QZ4uCXuk,Syukur sih gw pake email Abang gw yg 16+...,syukur sih gw pake email abang gw yg 16,neutral,1
RsKRrIp--Mg,"Bg ini sykan msi 14 tahun, akun akun saya juga usia 14. Ini kok masih bisa....",bg ini sykan msi 14 tahun akun akun saya juga usia 14 ini kok masih bisa,neutral,1
TdyE62mSXx0,Gimana ini subs udh banyak mau blokir ya,gimana ini subs udh banyak mau blokir ya,negative,0
JrCe8CVR1KY,Padahal aku mau jadi youtubers sekalian<br>Roblox jadi game kesukaan aku<br>Seharusnya bulan depan<br>Saya mencoba buat animator dan buat art bagus bagus<br>Tapi malah tidak jadi karena akun ini akan diblokir sama pemerintah<br>Dan saya sebentar lagi usia 15 tahun di 6 april 2026,padahal aku mau jadi youtubers sekalianroblox jadi game kesukaan akuseharusnya bulan depansaya mencoba buat animator dan buat art bagus bagustapi malah tidak jadi karena akun ini akan diblokir sama pemerintahdan saya sebentar lagi usia 15 tahun di 6 april 2026,negative,0
dVTaBKZLsds,Yes aku udah tamat dong,yes aku udah tamat dong,positive,2
tuaZNgn2rcc,Gw setujue banget,gw setujue banget,positive,2
2BdXibzPPyc,Dasarrrr,dasarrrr,negative,0
OTk4HFU-xn8,"Aturan ini harusnya menyeluruh termasuk di sekolah , guru harus memberi tugas2 sekolah harus lewat off lline perbanyak referensi  kepada buku, ,,,",aturan ini harusnya menyeluruh termasuk di sekolah guru harus memberi tugas2 sekolah harus lewat off lline perbanyak referensi kepada buku,positive,2
fX2bE5ecHy4,Terlambat luuu,terlambat luuu,negative,0
p8p-sAq_hhI,Judi juga diberesin pemerintah koncet,judi juga diberesin pemerintah koncet,positive,2
C8XBDjbPNNU,Terus aku mau belajar sejarah dimana😢,terus aku mau belajar sejarah dimana,negative,0
lM-QZ4uCXuk,"Terima kasih Ibu Menteri Meutia, you will be remember as one of among very few people who understand the children&#39;s mental health matter.❤❤🎉❤",terima kasih ibu menteri meutia you will be remember as one of among very few people who understand the childrens mental health matter,positive,2
JrCe8CVR1KY,Sebenernya bagus bagus aja bahkan bagus banget pemerintah bilang ini soalnya roblokx youtube tiktok itu kalian semua tau kn yah bocil bocil pada wah otaknya tapi dengan ini indonesia dan otak bocil bocil jadi pinter dan maju,sebenernya bagus bagus aja bahkan bagus banget pemerintah bilang ini soalnya roblokx youtube tiktok itu kalian semua tau kn yah bocil bocil pada wah otaknya tapi dengan ini indonesia dan otak bocil bocil jadi pinter dan maju,positive,2
QDj0g7Xw2rg,Woi Roblox salah apa anj🤬🤬,woi roblox salah apa anj,negative,0
TdyE62mSXx0,Judol kok gak diblokir? Gak adil banget!!,judol kok gak diblokir gak adil banget,neutral,1
C8XBDjbPNNU,"Betul ,kurangi ktergntungn media sosial.",betul kurangi ktergntungn media sosial,positive,2
19eKDDkJt6w,Ayo kita semua demo!!!🤬🤬🤬,ayo kita semua demo,negative,0
hzDavp3DQo4,Eehh dong jangan gitu rablox nya🤬🤬🤬🤬🤬🤬😡😡😡tolol amat,eehh dong jangan gitu rablox nyatolol amat,negative,0
aZEtsruDoQc,yang pake family link gimana? apa bakal keblokir juga?,yang pake family link gimana apa bakal keblokir juga,neutral,1
p8p-sAq_hhI,KLO g ad bocil sp yg rame in<br>Percuma lh para konten kreator pada sepi g ada penghasilan lagi. <br>JUDOL skrng jdi sponsor YT nohh  benerin dulu nohhh KLO udh rata in dulu koruptor ny.....,klo g ad bocil sp yg rame inpercuma lh para konten kreator pada sepi g ada penghasilan lagi judol skrng jdi sponsor yt nohh benerin dulu nohhh klo udh rata in dulu koruptor ny,negative,0
DfYhY-bKsZI,Woi gak usah caper lu pemerintah 😡😡😡,woi gak usah caper lu pemerintah,negative,0
tuaZNgn2rcc,Cocok biar terarah generasi kita sangat benar,cocok biar terarah generasi kita sangat benar,positive,2
2BdXibzPPyc,Alah 😂,alah,negative,0
2YHfX7PzVNM,GW NGGAK SETUJU LALU KALO DI BATAS ANAK Berusia 13 tahun BAGAIMANA LIAT VIDEO-VIDEO ORANG LAIN MASA ANAK REMAJA BISA NONTON YOUTUBE KIDS!!,gw nggak setuju lalu kalo di batas anak berusia 13 tahun bagaimana liat videovideo orang lain masa anak remaja bisa nonton youtube kids,negative,0
p8p-sAq_hhI,pemerintah jangan ikut campur ggak usah sok jadi pahlawan negri kalau MBG aj ada yamg keracunan dan minimal yang di batasi itu umur nya 5-9 tahun jangan sampai 16 kalau youtube kids gak di batasi emang kalian pikir kami anak anak,pemerintah jangan ikut campur ggak usah sok jadi pahlawan negri kalau mbg aj ada yamg keracunan dan minimal yang di batasi itu umur nya 59 tahun jangan sampai 16 kalau youtube kids gak di batasi emang kalian pikir kami anak anak,negative,0
